congress	chamber	committee	committee_short	year	date	hearing_title	hearing_id	witness	affiliation	opensectrets_industry	opensectrets_sector	category	subcategory	state_research	contrarian_organisation	contrarian	denialist
111	Senate	Committee on Environment and Public Works	Environment and Public Works	2009	2009-07-21	Clean Energy Jobs, Climate-Related Policies and Economic Growth--State and Local Views	111shrg95164	Lowery, Hon. John, Representative, District 6, Arkansas House of Representatives	House of Representatives	Civil Servants/Public Officials	Other	Government Officials	Government Officials	0		Other witness	Other witness
111	Senate	Committee on Environment and Public Works	Environment and Public Works	2009	2009-07-21	Clean Energy Jobs, Climate-Related Policies and Economic Growth--State and Local Views	111shrg95164	Palmer, Hon. Douglas H., Mayor, Trenton, New Jersey	Mayor, Trenton	Civil Servants/Public Officials	Other	Government Officials	Government Officials	0		Other witness	Other witness
111	House	Select Committee on Energy Independence and Global Warming	Energy Independence and Global Warming	2010	2010-05-06	The Foundation of Climate Science	111hhrg62590	Dr. James Hurrell, Senior Scientist, National Center for Atmospheric Research	National Center for Atmospheric Research	Civil Servants/Public Officials	Other	Scientists	Government Scientists	1		Other witness	Other witness
111	House	Select Committee on Energy Independence and Global Warming	Energy Independence and Global Warming	2010	2010-05-06	The Foundation of Climate Science	111hhrg62590	Dr. James McCarthy, Professor of Biological Oceanography, Harvard University	Harvard University	Education	Other	Scientists	Scientists	0		Other witness	Other witness
111	House	Select Committee on Energy Independence and Global Warming	Energy Independence and Global Warming	2010	2010-05-06	The Foundation of Climate Science	111hhrg62590	Lord Christopher Monckton, Chief Policy Adviser, Science and Public Policy Institute	Science and Public Policy Institute	Non-Profit Institutions	Other	Non-Profit Organisations	Nonpartisan Non-Profits	0	Science and Public Policy Institute	Contrarian	Denialist
111	House	Select Committee on Energy Independence and Global Warming	Energy Independence and Global Warming	2010	2010-05-06	The Foundation of Climate Science	111hhrg62590	Dr. Chris Field, Director, Department of Global Ecology, Carnegie Institution of Washington	Carnegie Institution of Washington	Education	Other	Scientists	Scientists	0		Other witness	Other witness
111	House	Select Committee on Energy Independence and Global Warming	Energy Independence and Global Warming	2010	2010-05-06	The Foundation of Climate Science	111hhrg62590	Dr. Lisa Graumlich, Director, School of Natural Resources and the Environment, University of Arizona	University of Arizona	Education	Other	Scientists	Scientists	0		Other witness	Other witness
111	House	Committee on Agriculture	Agriculture	2009	2009-06-11	Hearing to Review Pending Climate Legislation	111hhrg53787	Vilsack, Hon. Thomas ``Tom'', Secretary, U.S. Department of Agriculture, Washington, D.C	Department of Agriculture	Civil Servants/Public Officials	Other	Government Officials	Government Officials	0		Other witness	Other witness
111	House	Committee on Agriculture	Agriculture	2009	2009-06-11	Hearing to Review Pending Climate Legislation	111hhrg53787	Stallman, Bob, President, American Farm Bureau Federation; Rice and Cattle Producer, Columbus, TX	American Farm Bureau	Agricultural Services/Products	Agribusiness	Carbon-intensive Industry	Agribusiness	0	american farm bureau federation	Contrarian	Other contrarian
111	House	Committee on Agriculture	Agriculture	2009	2009-06-11	Hearing to Review Pending Climate Legislation	111hhrg53787	Ruddell, Steven, Senior Associate, First Environment, Washington, D.C	First Environment	Business Services	Misc Business	Business & Services	Misc Business	0		Other witness	Other witness
111	House	Committee on Agriculture	Agriculture	2009	2009-06-11	Hearing to Review Pending Climate Legislation	111hhrg53787	Garber, Earl, Second Vice President and Chairman, Legislative Committee, National Association of Conservation Districts; Product Support Specialist, G&H Seed Co., Inc., Washington, D.C	National Association of Conservation Districts	Business Associations	Misc Business	Business & Services	Misc Business	0		Other witness	Other witness
111	House	Committee on Agriculture	Agriculture	2009	2009-06-11	Hearing to Review Pending Climate Legislation	111hhrg53787	Yoder, Fred, Past President, National Corn Growers Association; Corn, Soybean, and Wheat Grower, Plain City, OH	Corn Growers Association	Crop Production & Basic Processing	Agribusiness	Carbon-intensive Industry	Agribusiness	0		Other witness	Other witness
111	House	Committee on Agriculture	Agriculture	2009	2009-06-11	Hearing to Review Pending Climate Legislation	111hhrg53787	Johnson, Roger, President, National Farmers Union, Washington, D.C	National Farmers Union	Agricultural Services/Products	Agribusiness	Carbon-intensive Industry	Agribusiness	0		Other witness	Other witness
111	House	Committee on Agriculture	Agriculture	2009	2009-06-11	Hearing to Review Pending Climate Legislation	111hhrg53787	Nobis, Ken, Treasurer, National Milk Producers Federation; Dairy Farmer, St. John's, MI	National Milk Producers Federation	Crop Production & Basic Processing	Agribusiness	Carbon-intensive Industry	Agribusiness	0		Other witness	Other witness
111	House	Committee on Agriculture	Agriculture	2009	2009-06-11	Hearing to Review Pending Climate Legislation	111hhrg53787	English, Hon. Glenn, CEO, National Rural Electric Cooperative Association, Arlington, VA	National Rural Electric Cooperative Association	Electric Utilities	Energy & Natural Resources	Fossil Fuel Industry	Electric Utilities	0	national rural electric cooperative association	Contrarian	Other contrarian
111	House	Committee on Agriculture	Agriculture	2009	2009-06-11	Hearing to Review Pending Climate Legislation	111hhrg53787	West, Ford B., President, The Fertilizer Institute, Washington, D.C	Fertilizer Institute	Chemical & Related Manufacturing	Misc Business	Carbon-intensive Industry	Manufacturing	0		Other witness	Other witness
111	House	Committee on Ways and Means	Ways and Means	2009	2009-03-12	Protecting Lower-Income Families While Fighting Global Warming	111hhrg49410	Terry Dinan, Ph. D., Senior Advisor for Climate Issues, Congressional Budget Office	Congressional Budget Office	Civil Servants/Public Officials	Other	Government Officials	Government Officials	0		Other witness	Other witness
111	House	Committee on Ways and Means	Ways and Means	2009	2009-03-12	Protecting Lower-Income Families While Fighting Global Warming	111hhrg49410	Dallas Burtraw, Ph. D., Senior Fellow, Resources for the Future	Resources for the Future	Environment	Ideological/Single-Issue	Non-Profit Organisations	Environment	0		Other witness	Other witness
111	House	Committee on Ways and Means	Ways and Means	2009	2009-03-12	Protecting Lower-Income Families While Fighting Global Warming	111hhrg49410	Chad Stone, Ph. D., Chief Economist, Center on Budget and Policy Priorities	Center on Budget and Policy Priorities	Non-Profit Institutions	Other	Non-Profit Organisations	Nonpartisan Non-Profits	0		Other witness	Other witness
111	House	Committee on Ways and Means	Ways and Means	2009	2009-03-12	Protecting Lower-Income Families While Fighting Global Warming	111hhrg49410	Lord Christopher Monckton, Chief Policy Advisor, Science and Public Policy Institute	Science and Public Policy Institute	Non-Profit Institutions	Other	Non-Profit Organisations	Nonpartisan Non-Profits	0	Science and Public Policy Institute	Contrarian	Denialist
111	House	Committee on Natural Resources	Natural Resources	2009	2009-03-05	Energy Outlooks, and the Role of Federal Onshore and Offshore Resources in Meeting Future Energy Demand	111hhrg47755	Birol, Dr. Fatih, Chief Economist, International Energy Agency	International Energy Agency	International/Intergovernmental	Other	Other	International/Intergovernmental	0		Other witness	Other witness
111	House	Committee on Natural Resources	Natural Resources	2009	2009-03-05	Energy Outlooks, and the Role of Federal Onshore and Offshore Resources in Meeting Future Energy Demand	111hhrg47755	Gruenspecht, Dr. Howard K., Acting Administrator, Energy Information Administration	Energy Information Administration	Civil Servants/Public Officials	Other	Government Officials	Government Officials	0		Other witness	Other witness
111	House	Committee on Natural Resources	Natural Resources	2009	2009-03-05	Energy Outlooks, and the Role of Federal Onshore and Offshore Resources in Meeting Future Energy Demand	111hhrg47755	Pierce, Brenda S., Program Coordinator, Energy Resources Program, U.S. Geological Survey, U.S. Department of the Interior	Geological Survey	Civil Servants/Public Officials	Other	Scientists	Government Scientists	1		Other witness	Other witness
111	House	Committee on Energy and Commerce	Energy and Commerce	2009	2009-06-09	Allowance Allocation Policies in Climate Legislation: Assisting Consumers, Investing in a Clean Energy Future, and Adapting to Climate Change	111hhrg73749	David Montgomery, Vice President, Charles River Associates	Charles River Associates	Business Services	Misc Business	Business & Services	Misc Business	0		Other witness	Other witness
111	House	Committee on Energy and Commerce	Energy and Commerce	2009	2009-06-09	Allowance Allocation Policies in Climate Legislation: Assisting Consumers, Investing in a Clean Energy Future, and Adapting to Climate Change	111hhrg73749	David Sokol, Chairman of the Board, Mid American Energy Holdings Company	Mid American Energy	Electric Utilities	Energy & Natural Resources	Fossil Fuel Industry	Electric Utilities	0		Other witness	Other witness
111	House	Committee on Energy and Commerce	Energy and Commerce	2009	2009-06-09	Allowance Allocation Policies in Climate Legislation: Assisting Consumers, Investing in a Clean Energy Future, and Adapting to Climate Change	111hhrg73749	Thomas F. Farrell, II, Chairman, President and CEO, Dominion (on behalf of Edison Electric Institute)	Edison Electric Institute	Electric Utilities	Energy & Natural Resources	Fossil Fuel Industry	Electric Utilities	0	Edison Electric Institute	Contrarian	Other contrarian
111	House	Committee on Energy and Commerce	Energy and Commerce	2009	2009-06-09	Allowance Allocation Policies in Climate Legislation: Assisting Consumers, Investing in a Clean Energy Future, and Adapting to Climate Change	111hhrg73749	Steve Cousins, Vice President, Refining, Lion Oil	Lion Oil	Oil & Gas	Energy & Natural Resources	Fossil Fuel Industry	Fossil Fuel Extraction	0		Other witness	Other witness
111	House	Committee on Energy and Commerce	Energy and Commerce	2009	2009-06-09	Allowance Allocation Policies in Climate Legislation: Assisting Consumers, Investing in a Clean Energy Future, and Adapting to Climate Change	111hhrg73749	G. Tommy Hodges, Chairman, Titan Transfer, Inc., (on behalf of the American Trucking Association)	American Trucking Association	Trucking	Transportation	Carbon-intensive Industry	Transportation	0		Other witness	Other witness
111	House	Committee on Energy and Commerce	Energy and Commerce	2009	2009-06-09	Allowance Allocation Policies in Climate Legislation: Assisting Consumers, Investing in a Clean Energy Future, and Adapting to Climate Change	111hhrg73749	Reverend Dr. Mari Castellanos, Minister for Policy Advocacy, United Church of Christ, Justice and Peace Ministries	United Church of Christ	Clergy & Religious Organisations	Other	Other	Clergy & Religious Organisations	0		Other witness	Other witness
111	House	Committee on Energy and Commerce	Energy and Commerce	2009	2009-06-09	Allowance Allocation Policies in Climate Legislation: Assisting Consumers, Investing in a Clean Energy Future, and Adapting to Climate Change	111hhrg73749	Rich Wells, Vice President, Energy, Dow Chemical Company	Dow Chemical	Chemical & Related Manufacturing	Misc Business	Carbon-intensive Industry	Manufacturing	0		Other witness	Other witness
